"","StudyID","GroupID","ExperimentID","EffectID","Author","Year","Journal","SpeciesCom","SpeciesSci","Class","WildLabRear","WildLabExp","Sex","ManipLifeStage","ManipLifeStage.","ManipType","ManipDirection","ManipDuration","ManipOffset","ManipPostDiet","ManipConditionEffect","ManipNotes","ManipGroups","ExpLifeStage","ExpAge","ExpType","ExpVar","RiskContext","ExpVarUnit","ExpRepeated","ExpNotes","nLC","meanLC","sdLC","seLC","CILC","nHC","meanHC","sdHC","seHC","CIHC","TestStatType","TestStatValue","df","P","RiskEffectDirection","Marginalised","DataLocation","DataPresentation","Exclude","ExclusionReason","Extraction.notes"
"88","CD045","EG018","EX023","ES0088","Barber","1995","Journal of Fish Biology","minnow","Phoxinus phoxinus","ray-finned fish","wild","lab","unknown","unknown","test fish=42·4 ± 2·4 mm","starvation","restrict",1,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","novel environment","distance explored","novelenvironment_exploration","zones explored","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","99","2.565656566","1.591826163","",NA,"100","1.32","0.583960702","",NA,"","","","","positive","no","Figure 6a-c","figure","","","n/mean/sd calculated from frequency table, distance explored taken a zone A = 1, E = 5"
"89","CD045","EG018","EX023","ES0089","Barber","1995","Journal of Fish Biology","minnow","Phoxinus phoxinus","ray-finned fish","wild","lab","unknown","unknown","test fish=42·4 ± 2·4 mm","starvation","restrict",2,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","novel environment","distance explored","novelenvironment_exploration","zones explored","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","99","3.434343434","1.294900644","",NA,"100","1.32","0.583960702","",NA,"","","","","positive","no","Figure 6a-c","figure","","","n/mean/sd calculated from frequency table, distance explored taken a zone A = 1, E = 5"
"90","CD045","EG019","EX024","ES0090","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",1,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","shoaling","proportion of time near shoal","novelenvironment_shoaling","proportion (individual)","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","median and interquartile range only, no n","","","",NA,"median and interquartile range only, no n","","","",NA,"","","","","negative","no","Figure 4b","figure","exclude_all","insufficient data available",""
"91","CD045","EG019","EX024","ES0091","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",2,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","shoaling","proportion of time near shoal","novelenvironment_shoaling","proportion (individual)","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","median and interquartile range only, no n","","","",NA,"median and interquartile range only, no n","","","",NA,"","","","","negative","no","Figure 4b","figure","exclude_all","insufficient data available",""
"92","CD045","EG019","EX024","ES0092","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",1,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","shoaling","proportion of time out of visual range of shoal","novelenvironment_shoaling","proportion (individual)","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","median and interquartile range only, no n","","","",NA,"median and interquartile range only, no n","","","",NA,"","","","","positive","no","Figure 5b","figure","exclude_all","insufficient data available",""
"93","CD045","EG019","EX024","ES0093","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",2,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","shoaling","proportion of time out of visual range of shoal","novelenvironment_shoaling","proportion (individual)","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","median and interquartile range only, no n","","","",NA,"median and interquartile range only, no n","","","",NA,"","","","","positive","no","Figure 5b","figure","exclude_all","insufficient data available",""
"94","CD045","EG019","EX024","ES0094","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",1,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","novel environment","number of prey eaten","novelenvironment_feeding","count","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","median and interquartile range only, no n","","","",NA,"median and interquartile range only, no n","","","",NA,"","","","","positive","no","Figure 2a","figure","exclude_all","insufficient data available",""
"95","CD045","EG019","EX024","ES0095","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",2,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","novel environment","number of prey eaten","novelenvironment_feeding","count","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","median and interquartile range only, no n","","","",NA,"median and interquartile range only, no n","","","",NA,"","","","","positive","no","Figure 2a","figure","exclude_all","insufficient data available",""
"96","CD045","EG019","EX024","ES0096","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",1,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","novel environment","proportion of discovered prey eaten","novelenvironment_feeding","count","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","median and interquartile range only, no n","","","",NA,"median and interquartile range only, no n","","","",NA,"","","","","positive","no","Fibgure 3a","figure","exclude_all","insufficient data available",""
"97","CD045","EG019","EX024","ES0097","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",2,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","novel environment","proportion of discovered prey eaten","novelenvironment_feeding","count","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","median and interquartile range only, no n","","","",NA,"median and interquartile range only, no n","","","",NA,"","","","","positive","no","Fibgure 3a","figure","exclude_all","insufficient data available",""
"98","CD045","EG019","EX024","ES0098","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",1,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","novel environment","distance explored","novelenvironment_exploration","zones explored","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","99","3.696969697","1.073374856","",NA,"99","2.515151515","1.335264526","",NA,"","","","","positive","no","Figure 6a-c","figure","","","n/mean/sd calculated from frequency table, distance explored taken a zone A = 1, E = 5"
"99","CD045","EG019","EX024","ES0099","Barber","1995","Journal of Fish Biology","three-spined stickleback","Gasterosteus aculeatus","ray-finned fish","wild","lab","unknown","unknown","uninfected test fish=51·9 ± 2·2 mm","starvation","restrict",2,0,"continuous","unknown","satiated (fed on day) 24 hr starved (not fed on test day) 48 hr starved (not fed for 2 days)","control_HC2","unknown","unknown","novel environment","distance explored","novelenvironment_exploration","zones explored","no","individual released in experimental arena, with a captive shoal and a maze with food items. Time spend in contact with shoal and number of prey eaten recorded","101","3.930693069","1.070116122","",NA,"99","2.515151515","1.335264526","",NA,"","","","","positive","no","Figure 6a-c","figure","","","n/mean/sd calculated from frequency table, distance explored taken a zone A = 1, E = 5"
"100","CD046","EG020","EX025","ES0100","Baatrup","2006","Entomologia Experimentalis et Applicata","killer mite","Hypoaspis aculeifer","arachnid","lab","lab","female","adult","30 days","starvation","restrict",3,1,"starvation","unknown","5 groups of 20-30day old mites deprived for 1,4,7,22,60 days, high condition considered the 1 day deprivation group, so ManipDuration is difference between that group and longer deprivation group","control_HC4","adult","unknown (30 days at start, 60 day longest deprivation period, so potentially 90 days)","predator response","proportion of time moving","predation_response","proportion (individual)","no","individual released in experimental arena with a predator present, movement variables recorded","30","0.784366577","0.191924346","0.035040431",NA,"30","0.919137466","0.073817056","0.013477089",NA,"","","","","positive","no","Figure 3a","figure","","","note: HC is same group for each comparison"
